Mes;Categoria;Sede;Precio;Numero de Ventas
3;4;1;5;16
3;5;1;9;2
3;1;1;38;20
3;4;1;13;11
3;5;1;7;2
3;1;1;27;15
3;7;1;16;5
3;6;1;11;1
3;3;1;7;3
3;4;1;5;12
3;7;1;26;11
3;2;1;20;13
3;1;1;36;17
3;8;1;25;15
3;8;1;38;14
3;2;1;5;18
3;1;1;25;2
3;6;1;11;10
3;1;1;13;17
3;4;1;12;14
3;5;1;6;8
3;8;1;21;11
3;5;1;6;16
3;5;1;8;8
3;4;1;5;8
3;6;1;5;15
3;1;1;11;4
3;3;1;12;10
3;2;1;18;7
3;4;1;6;4
3;1;1;12;8
3;2;1;8;11
3;8;1;12;10
3;6;1;25;2
3;4;1;5;17
3;3;1;5;14
3;8;1;34;8
3;4;1;9;20
3;7;1;10;11
3;6;1;12;12
3;7;1;10;5
3;4;1;11;3
3;4;1;12;15
3;3;1;7;4
3;3;1;11;15
3;3;1;15;20
3;4;1;7;12
3;5;1;8;9
3;3;1;14;2
3;5;1;6;9
3;1;1;14;6
3;1;1;24;2
3;2;1;9;14
3;6;1;22;9
3;4;1;7;19
3;7;1;16;5
3;3;1;11;2
3;4;1;6;13
3;7;1;24;17
3;3;1;13;2
3;6;1;24;4
3;5;1;10;4
3;6;1;17;7
3;4;1;15;10
3;7;1;11;8
3;2;1;17;18
3;7;1;30;8
3;3;1;14;7
3;2;1;11;8
3;1;1;19;1
3;7;1;24;11
3;5;1;10;10
3;7;1;28;11
3;8;1;26;10
3;8;1;11;12
3;1;1;26;5
3;8;1;47;11
3;5;1;8;6
3;3;1;14;11
3;3;1;9;4
3;5;1;10;18
3;8;1;35;6
3;5;1;10;6
3;5;1;10;14
3;5;1;8;15
3;8;1;14;5
3;1;1;32;17
4;7;1;28;14
4;5;1;10;4
4;1;1;37;2
4;7;1;30;15
4;3;1;13;14
4;5;1;10;4
4;8;1;17;17
4;7;1;24;7
4;8;1;32;6
4;2;1;8;5
4;8;1;39;6
4;2;1;5;20
4;7;1;20;2
4;3;1;6;11
4;8;1;31;6
4;3;1;10;18
4;6;1;25;2
4;7;1;13;15
4;8;1;19;18
4;5;1;5;18
4;4;1;7;5
4;5;1;7;5
4;2;1;14;4
4;4;1;9;8
4;3;1;5;8
4;2;1;6;7
4;7;1;13;6
4;1;1;19;8
4;1;1;22;8
4;1;1;19;6
4;4;1;8;9
4;5;1;7;13
4;3;1;5;4
4;1;1;11;4
4;6;1;20;13
4;1;1;11;13
4;2;1;20;3
4;8;1;44;18
4;7;1;22;15
4;7;1;19;15
4;4;1;15;9
4;3;1;11;2
4;5;1;8;4
4;6;1;11;15
4;1;1;18;4
4;7;1;20;11
4;8;1;25;6
4;1;1;32;17
4;5;1;6;5
4;3;1;14;10
4;6;1;10;12
4;1;1;18;14
4;1;1;10;17
4;4;1;5;4
4;8;1;24;13
4;5;1;6;16
4;3;1;7;7
4;4;1;6;16
4;5;1;5;3
4;1;1;12;10
4;6;1;24;17
4;4;1;10;17
4;6;1;13;19
4;4;1;12;16
4;3;1;11;8
4;5;1;10;1
4;7;1;28;19
4;8;1;25;6
4;7;1;10;18
4;5;1;10;17
4;7;1;27;7
4;3;1;15;15
4;8;1;46;10
4;2;1;7;19
4;1;1;32;5
4;4;1;11;3
4;8;1;28;2
4;4;1;11;1
4;4;1;5;9
4;2;1;10;2
4;5;1;6;19
4;5;1;6;1
4;1;1;34;10
4;6;1;16;2
4;6;1;8;15
4;2;1;19;13
4;7;1;24;20
4;6;1;21;13
4;2;1;14;1
4;6;1;7;19
4;1;1;27;6
4;3;1;13;10
4;5;1;6;8
4;2;1;16;4
4;4;1;10;14
4;8;1;47;19
4;3;1;9;19
4;8;1;44;15
4;1;1;36;9
4;4;1;12;12
4;8;1;34;19
4;8;1;37;4
4;2;1;16;10
4;5;1;8;17
4;4;1;12;5
4;8;1;13;12
4;8;1;27;10
4;2;1;11;8
4;2;1;18;17
4;8;1;15;20
4;8;1;27;4
4;6;1;24;15
4;8;1;10;6
4;2;1;13;6
4;1;1;19;20
4;8;1;30;16
4;1;1;14;4
4;7;1;30;4
4;8;1;19;9
4;1;1;36;6
4;6;1;22;18
4;1;1;12;19
4;8;1;20;8
4;8;1;20;16
4;2;1;18;17
4;2;1;5;20
4;5;1;7;7
4;5;1;7;9
4;4;1;13;14
4;6;1;20;5
4;3;1;13;5
4;7;1;13;11
4;1;1;40;14
4;3;1;11;3
4;1;1;20;3
4;2;1;14;16
4;6;1;15;15
4;2;1;12;12
4;5;1;5;16
4;7;1;13;2
4;1;1;38;13
4;3;1;7;5
4;8;1;26;17
4;5;1;8;1
4;6;1;10;9
4;8;1;18;17
4;2;1;9;6
4;7;1;10;3
4;3;1;8;6
4;2;1;13;20
4;8;1;42;13
4;3;1;9;11
4;6;1;16;16
4;5;1;8;14
4;2;1;20;10
4;7;1;19;12
4;2;1;5;8
4;5;1;7;13
4;3;1;8;15
4;7;1;17;10
4;8;1;21;11
4;6;1;9;16
4;1;1;34;7
4;3;1;12;20
4;3;1;10;10
4;7;1;24;7
4;6;1;11;10
4;4;1;9;1
4;2;1;6;10
4;7;1;19;3
4;4;1;9;5
4;3;1;11;3
4;7;1;24;18
4;6;1;14;19
4;3;1;8;13
4;5;1;9;14
4;4;1;9;6
4;1;1;11;14
4;1;1;28;13
4;8;1;46;5
4;7;1;27;16
5;6;1;9;8
5;2;1;20;12
5;7;1;15;16
5;3;1;15;18
5;3;1;10;11
5;4;1;14;20
5;2;1;19;4
5;6;1;25;3
5;7;1;11;4
5;7;1;18;16
5;4;1;12;11
5;3;1;14;17
5;4;1;8;7
5;2;1;9;3
5;7;1;29;14
5;5;1;7;13
5;8;1;38;16
5;4;1;8;19
5;3;1;5;16
5;5;1;5;9
5;8;1;47;17
5;4;1;8;20
5;7;1;16;12
5;3;1;9;17
5;5;1;6;18
5;5;1;9;19
5;3;1;10;8
5;4;1;9;8
5;8;1;44;2
5;3;1;10;17
5;7;1;14;12
5;4;1;6;18
5;4;1;8;5
5;3;1;9;12
5;6;1;19;18
5;4;1;7;18
5;2;1;18;8
5;2;1;8;16
5;6;1;24;17
5;5;1;6;15
5;8;1;28;10
5;1;1;34;19
5;8;1;27;18
5;1;1;34;11
5;5;1;8;15
5;8;1;48;16
5;6;1;6;1
5;8;1;20;10
5;4;1;6;2
5;5;1;7;5
5;5;1;8;13
5;5;1;9;17
5;3;1;11;2
5;4;1;7;20
5;5;1;8;9
5;1;1;20;2
5;3;1;9;9
5;2;1;19;7
5;7;1;16;6
5;2;1;17;2
5;8;1;36;4
5;8;1;33;20
5;5;1;7;10
5;4;1;9;18
5;4;1;9;19
5;6;1;17;19
5;2;1;16;18
5;4;1;14;4
5;1;1;34;15
5;4;1;15;18
5;5;1;9;20
5;3;1;8;5
5;6;1;22;12
5;6;1;17;1
5;5;1;6;14
5;2;1;8;1
5;1;1;21;1
5;8;1;31;4
5;5;1;5;5
5;3;1;5;19
5;6;1;24;11
5;6;1;17;6
5;8;1;23;6
5;3;1;13;7
5;7;1;18;17
5;4;1;9;9
6;5;1;9;8
6;5;1;9;13
6;2;1;8;5
6;2;1;18;9
6;6;1;24;12
6;4;1;15;2
6;7;1;26;6
6;5;1;7;18
6;5;1;6;3
6;7;1;22;20
6;4;1;6;9
6;8;1;12;17
6;4;1;5;13
6;6;1;13;19
6;4;1;9;17
6;1;1;22;6
6;8;1;38;4
6;2;1;16;4
6;6;1;12;7
6;2;1;5;20
6;3;1;11;1
6;2;1;17;19
6;2;1;5;20
6;3;1;13;12
6;4;1;13;2
6;1;1;26;3
6;2;1;18;13
6;5;1;9;1
6;6;1;20;9
6;8;1;46;15
6;1;1;22;17
6;8;1;23;19
6;1;1;15;13
6;5;1;5;20
6;5;1;10;3
6;6;1;9;13
6;5;1;5;1
6;4;1;6;6
6;2;1;17;20
6;2;1;10;13
6;8;1;18;15
6;6;1;24;1
6;7;1;19;15
6;8;1;27;3
6;8;1;32;11
6;4;1;10;14
6;7;1;18;8
6;3;1;7;17
6;6;1;24;15
6;6;1;23;16
6;4;1;8;8
7;3;1;15;18
7;7;1;30;17
7;3;1;9;9
7;2;1;14;10
7;5;1;8;9
7;2;1;5;14
7;4;1;6;16
7;5;1;9;10
7;7;1;24;6
7;5;1;6;16
7;7;1;17;18
7;5;1;8;16
7;7;1;25;7
7;5;1;7;14
7;2;1;8;2
7;3;1;14;14
7;6;1;15;3
7;3;1;8;18
7;7;1;22;1
7;2;1;5;8
7;2;1;7;19
7;6;1;15;12
7;4;1;5;19
7;6;1;17;1
7;6;1;14;4
7;1;1;31;13
7;3;1;12;1
7;8;1;29;9
7;1;1;15;18
7;3;1;14;8
7;2;1;19;17
7;4;1;10;17
7;3;1;9;12
7;6;1;18;14
7;3;1;14;10
7;1;1;12;20
7;4;1;14;6
7;4;1;12;14
7;5;1;6;18
7;7;1;26;14
7;6;1;23;5
7;4;1;6;18
7;2;1;5;8
7;7;1;13;15
7;6;1;9;13
7;1;1;18;20
7;4;1;7;17
7;2;1;7;1
7;3;1;10;10
7;7;1;30;3
7;7;1;27;16
7;5;1;9;13
7;7;1;10;5
7;3;1;7;11
7;2;1;17;14
7;3;1;15;14
7;3;1;11;3
7;7;1;22;2
7;1;1;23;11
7;4;1;14;10
7;1;1;29;11
7;7;1;25;4
7;8;1;17;6
7;2;1;7;15
7;4;1;8;6
7;4;1;8;1
7;6;1;14;11
7;7;1;20;7
7;6;1;23;19
7;6;1;21;16
7;4;1;7;15
7;4;1;6;15
7;2;1;12;8
7;5;1;8;16
7;7;1;11;6
7;7;1;17;11
7;3;1;11;20
7;4;1;10;9
7;2;1;8;14
7;2;1;9;6
7;4;1;14;18
7;4;1;11;2
7;4;1;10;4
7;5;1;6;6
7;2;1;14;11
7;5;1;8;15
7;4;1;6;4
7;6;1;5;8
7;6;1;25;3
7;6;1;11;1
7;2;1;20;12
7;2;1;12;9
7;5;1;10;18
7;7;1;23;2
7;8;1;18;8
7;4;1;14;3
7;3;1;9;1
7;3;1;8;6
7;2;1;19;4
7;8;1;34;11
7;7;1;26;15
7;2;1;14;17
7;7;1;18;16
7;8;1;15;14
7;3;1;10;14
7;6;1;7;17
7;8;1;43;13
7;7;1;11;17
7;7;1;15;4
7;7;1;26;6
7;1;1;29;10
7;8;1;38;4
7;1;1;10;4
7;4;1;14;11
7;5;1;10;8
7;3;1;9;4
7;7;1;15;6
7;1;1;34;6
7;4;1;6;18
7;3;1;5;6
7;8;1;10;14
7;6;1;7;6
7;8;1;22;16
7;1;1;19;12
7;5;1;5;16
7;4;1;11;7
7;2;1;18;12
7;4;1;15;17
7;7;1;17;7
7;3;1;6;8
7;3;1;13;15
7;7;1;12;7
7;1;1;19;20
7;8;1;44;7
7;4;1;7;17
7;7;1;12;16
7;8;1;49;5
7;2;1;5;14
7;7;1;27;17
7;6;1;22;13
7;1;1;27;15
7;3;1;5;3
7;7;1;28;1
7;4;1;10;9
7;4;1;11;20
7;8;1;44;13
7;2;1;13;8
7;7;1;20;9
7;5;1;8;17
7;3;1;12;6
7;8;1;26;13
7;6;1;14;5
8;3;1;12;14
8;2;1;10;17
8;6;1;4;18
8;4;1;8;6
8;2;1;14;6
8;6;1;18;18
8;2;1;20;7
8;4;1;13;3
8;5;1;8;16
8;3;1;8;12
8;2;1;20;4
8;7;1;11;7
8;5;1;7;19
8;8;1;33;6
8;5;1;7;2
8;5;1;5;1
8;7;1;11;12
8;7;1;28;20
8;6;1;5;4
8;2;1;10;12
8;1;1;34;18
8;3;1;10;13
8;4;1;8;10
8;6;1;25;20
8;5;1;8;8
8;4;1;15;1
8;6;1;15;12
8;2;1;9;13
8;6;1;15;10
8;4;1;14;19
8;1;1;33;14
8;7;1;14;8
8;1;1;38;17
8;7;1;26;17
8;5;1;9;11
8;3;1;6;14
8;6;1;22;12
8;3;1;12;5
8;7;1;21;10
8;6;1;24;20
8;4;1;14;18
8;7;1;29;8
8;1;1;24;20
8;4;1;11;19
8;1;1;33;4
8;2;1;6;6
8;4;1;7;5
8;6;1;10;15
8;8;1;45;18
8;8;1;15;11
8;3;1;7;16
8;2;1;19;6
8;1;1;16;19
8;6;1;20;18
8;1;1;23;19
8;8;1;27;16
8;3;1;5;15
8;5;1;9;9
8;4;1;11;16
8;7;1;20;19
8;2;1;10;6
8;1;1;33;16
8;4;1;9;5
8;6;1;8;12
8;1;1;17;10
8;4;1;11;7
8;4;1;11;17
8;5;1;5;10
8;4;1;12;9
8;5;1;7;9
8;1;1;11;18
8;1;1;30;15
8;6;1;19;17
8;7;1;24;20
8;8;1;15;13
8;6;1;5;3
8;5;1;8;11
8;4;1;9;6
8;6;1;20;4
8;7;1;28;11
8;7;1;13;14
8;1;1;15;18
8;7;1;10;13
8;3;1;14;18
8;5;1;9;5
8;8;1;39;11
8;6;1;22;7
8;2;1;12;12
8;6;1;25;12
8;1;1;23;20
8;8;1;43;5
8;7;1;10;7
8;2;1;5;20
8;2;1;17;16
8;6;1;5;5
8;2;1;7;11
8;2;1;11;7
8;4;1;13;18
8;6;1;16;8
8;6;1;9;4
8;5;1;6;4
8;7;1;28;2
8;5;1;5;6
8;6;1;15;15
8;2;1;14;14
8;1;1;37;2
8;2;1;19;18
8;7;1;30;16
8;6;1;12;3
8;8;1;27;10
8;4;1;12;13
8;3;1;15;2
8;4;1;7;20
9;1;1;19;1
9;4;1;10;6
9;7;1;29;17
9;8;1;28;12
9;2;1;5;7
9;6;1;13;10
9;1;1;18;4
9;6;1;20;17
9;8;1;25;19
9;8;1;37;19
9;6;1;14;16
9;6;1;18;9
9;2;1;18;15
9;2;1;14;6
9;6;1;19;14
9;1;1;18;14
9;8;1;11;16
9;1;1;35;14
9;3;1;5;4
9;4;1;8;10
9;2;1;7;7
9;4;1;7;1
9;7;1;22;5
9;7;1;25;5
9;8;1;19;8
9;4;1;9;1
9;5;1;8;3
9;3;1;6;3
9;6;1;21;16
9;2;1;19;13
9;7;1;16;14
9;4;1;9;17
9;3;1;8;8
9;4;1;13;7
9;8;1;24;6
9;3;1;12;3
9;1;1;18;9
9;6;1;18;14
9;6;1;7;6
9;6;1;25;6
9;1;1;33;9
9;6;1;6;19
9;6;1;17;13
9;6;1;16;1
9;3;1;15;10
9;5;1;9;5
10;5;1;7;4
10;8;1;24;20
10;7;1;23;9
10;3;1;7;9
10;5;1;5;16
10;8;1;28;1
10;8;1;38;2
10;5;1;5;7
10;4;1;8;6
10;1;1;15;8
10;5;1;6;5
10;7;1;26;13
10;2;1;8;14
10;1;1;37;11
10;8;1;18;8
10;3;1;10;11
10;7;1;23;15
10;5;1;6;4
10;8;1;32;20
10;5;1;5;8
10;1;1;23;18
10;5;1;7;19
10;7;1;30;19
10;6;1;4;13
10;2;1;13;13
10;8;1;36;19
10;7;1;13;12
10;1;1;12;3
10;2;1;13;18
10;3;1;10;5
10;4;1;8;4
10;2;1;18;9
10;6;1;24;14
10;6;1;6;14
10;1;1;14;2
10;3;1;10;8
10;5;1;9;14
10;8;1;21;19
10;8;1;24;20
10;7;1;18;17
10;2;1;14;17
10;2;1;9;12
10;3;1;6;5
10;2;1;13;15
10;3;1;10;17
10;8;1;31;16
10;1;1;26;12
10;5;1;10;4
10;2;1;13;3
10;8;1;50;16
10;4;1;5;1
10;1;1;35;12
10;3;1;11;11
10;5;1;6;5
10;3;1;5;13
10;1;1;25;13
10;8;1;28;10
10;5;1;5;11
10;4;1;6;15
10;1;1;22;1
10;1;1;13;1
10;8;1;48;6
10;2;1;8;15
10;5;1;8;8
10;2;1;11;2
10;2;1;17;18
10;6;1;5;8
10;5;1;7;4
10;6;1;20;8
10;3;1;15;4
10;8;1;44;19
10;3;1;13;6
10;6;1;11;2

