"Mes","Categoria","Sede","Precio","Numero de Ventas"
"2","8","1","15","167"
"2","6","1","23","144"
"2","5","1","7","189"
"2","3","1","10","182"
"2","7","1","29","175"
"2","1","1","31","175"
"2","5","1","7","22"
"2","4","1","15","189"
"3","2","1","12","121"
"3","6","1","5","135"
"3","4","1","7","42"
"3","7","1","27","34"
"3","3","1","11","134"
"3","6","1","14","4"
"3","5","1","7","40"
"3","4","1","7","84"
"3","1","1","11","133"
"3","1","1","13","108"
"3","4","1","12","75"
"3","2","1","6","58"
"3","3","1","13","39"
"3","4","1","9","127"
"3","8","1","16","48"
"3","6","1","13","85"
"3","3","1","12","155"
"3","7","1","23","180"
"3","6","1","8","38"
"3","5","1","6","178"
"3","2","1","11","85"
"3","7","1","23","97"
"3","7","1","28","95"
"3","3","1","11","157"
"3","1","1","40","27"
"3","1","1","13","148"
"3","2","1","20","119"
"3","2","1","8","119"
"3","3","1","12","170"
"3","4","1","8","84"
"3","7","1","13","37"
"3","7","1","21","9"
"3","3","1","8","47"
"3","7","1","15","127"
"3","3","1","6","110"
"3","1","1","30","81"
"3","8","1","20","127"
"3","4","1","6","74"
"3","2","1","14","114"
"3","7","1","22","141"
"3","2","1","6","132"
"3","5","1","9","131"
"3","2","1","9","197"
"3","2","1","7","81"
"3","3","1","6","183"
"3","4","1","5","174"
"3","7","1","26","124"
"3","4","1","9","48"
"3","2","1","8","143"
"3","3","1","10","173"
"3","3","1","6","10"
"3","2","1","8","146"
"3","3","1","8","72"
"3","1","1","24","4"
"3","6","1","20","127"
"3","8","1","30","109"
"3","2","1","13","85"
"3","2","1","18","81"
"3","6","1","10","176"
"3","4","1","15","74"
"3","8","1","40","172"
"3","5","1","6","185"
"3","2","1","15","17"
"3","7","1","24","162"
"3","7","1","29","62"
"3","8","1","24","148"
"3","8","1","43","21"
"3","8","1","48","71"
"3","7","1","21","166"
"3","1","1","32","174"
"3","8","1","27","45"
"3","6","1","8","106"
"3","6","1","23","93"
"3","5","1","6","175"
"3","6","1","9","159"
"3","8","1","31","192"
"3","7","1","20","140"
"3","7","1","24","187"
"3","4","1","5","13"
"3","3","1","12","66"
"3","4","1","5","59"
"3","6","1","20","81"
"3","4","1","12","134"
"3","1","1","26","160"
"3","1","1","28","36"
"3","3","1","8","192"
"3","2","1","13","162"
"3","1","1","20","158"
"3","1","1","40","91"
"3","7","1","15","124"
"3","7","1","17","185"
"3","3","1","8","106"
"3","7","1","14","176"
"3","2","1","7","87"
"3","6","1","25","103"
"3","5","1","8","141"
"3","1","1","27","155"
"3","4","1","13","91"
"3","5","1","10","191"
"3","7","1","14","161"
"3","4","1","12","193"
"3","3","1","15","37"
"3","1","1","27","149"
"3","6","1","17","3"
"3","6","1","21","23"
"3","1","1","14","150"
"3","5","1","9","103"
"3","1","1","16","110"
"3","1","1","18","72"
"3","7","1","14","104"
"3","7","1","23","13"
"3","1","1","34","184"
"3","1","1","12","81"
"3","8","1","26","149"
"3","6","1","16","31"
"3","1","1","26","15"
"3","1","1","27","131"
"3","8","1","39","200"
"3","4","1","13","166"
"3","5","1","6","159"
"3","4","1","10","163"
"3","7","1","19","99"
"3","3","1","5","67"
"3","8","1","39","29"
"3","5","1","6","51"
"3","3","1","12","96"
"3","2","1","10","181"
"3","8","1","29","125"
"3","3","1","14","17"
"3","1","1","17","125"
"3","8","1","23","88"
"3","5","1","5","102"
"3","4","1","13","49"
"3","8","1","21","176"
"3","6","1","12","75"
"3","6","1","17","75"
"3","5","1","6","138"
"3","5","1","5","119"
"3","7","1","25","125"
"3","7","1","28","190"
"3","1","1","30","194"
"3","8","1","44","24"
"3","5","1","10","108"
"3","5","1","7","59"
"3","3","1","6","102"
"3","5","1","5","111"
"3","6","1","15","49"
"3","6","1","25","15"
"3","6","1","7","91"
"3","7","1","29","76"
"3","5","1","7","166"
"3","3","1","9","33"
"3","2","1","8","4"
"3","7","1","20","137"
"3","5","1","7","124"
"3","3","1","12","154"
"3","5","1","7","33"
"3","3","1","5","194"
"3","6","1","16","94"
"3","8","1","11","37"
"3","7","1","22","113"
"3","8","1","18","83"
"3","5","1","9","84"
"3","2","1","8","184"
"3","8","1","29","155"
"3","8","1","12","143"
"3","6","1","14","36"
"3","2","1","7","143"
"3","6","1","6","113"
"3","4","1","15","99"
"3","4","1","15","105"
"3","4","1","7","173"
"3","3","1","9","59"
"3","4","1","7","150"
"3","3","1","14","121"
"3","4","1","5","124"
"3","4","1","15","180"
"3","8","1","36","60"
"3","6","1","11","22"
"3","3","1","15","33"
"3","8","1","47","68"
"3","6","1","22","17"
"3","4","1","8","130"
"3","6","1","24","150"
"3","5","1","10","33"
"3","1","1","17","29"
"3","4","1","7","106"
"3","7","1","16","198"
"3","3","1","12","120"
"3","1","1","20","186"
"3","1","1","18","196"
"3","2","1","11","39"
"3","5","1","6","92"
"3","5","1","5","72"
"3","8","1","26","111"
"3","3","1","10","175"
"3","8","1","11","24"
"3","1","1","19","11"
"3","6","1","10","26"
"3","7","1","25","78"
"4","5","1","6","4"
"4","5","1","7","147"
"4","3","1","10","89"
"4","7","1","13","94"
"4","2","1","15","54"
"4","7","1","29","126"
"4","2","1","6","95"
"4","8","1","16","182"
"4","3","1","13","126"
"4","5","1","5","116"
"4","2","1","10","20"
"4","4","1","6","36"
"4","2","1","6","110"
"4","6","1","11","13"
"4","8","1","23","81"
"4","5","1","5","169"
"4","3","1","10","104"
"4","8","1","25","158"
"4","6","1","18","46"
"4","6","1","14","122"
"4","3","1","13","116"
"4","7","1","25","89"
"4","3","1","9","178"
"4","4","1","6","9"
"4","7","1","20","97"
"4","5","1","9","96"
"4","5","1","8","194"
"4","4","1","6","2"
"4","8","1","39","184"
"4","3","1","11","76"
"4","7","1","26","136"
"4","1","1","25","44"
"4","6","1","17","156"
"4","3","1","9","27"
"4","1","1","21","72"
"4","1","1","38","110"
"4","1","1","19","105"
"4","5","1","5","140"
"4","3","1","7","120"
"4","2","1","18","166"
"4","8","1","31","32"
"4","7","1","26","34"
"4","6","1","18","26"
"4","7","1","20","77"
"4","2","1","16","82"
"4","6","1","7","113"
"4","8","1","47","139"
"4","1","1","15","115"
"4","6","1","13","93"
"4","8","1","45","106"
"4","8","1","28","180"
"4","6","1","14","34"
"4","6","1","18","116"
"4","2","1","9","63"
"4","7","1","28","54"
"4","6","1","9","149"
"4","6","1","21","170"
"4","8","1","44","85"
"4","4","1","5","43"
"4","2","1","16","44"
"4","6","1","7","158"
"4","3","1","6","184"
"4","6","1","21","185"
"4","3","1","11","97"
"4","2","1","6","162"
"4","5","1","9","85"
"4","7","1","17","20"
"4","5","1","6","36"
"4","1","1","24","24"
"4","4","1","15","52"
"4","7","1","18","80"
"4","6","1","12","162"
"4","7","1","29","103"
"4","4","1","6","5"
"4","8","1","44","37"
"4","8","1","17","38"
"4","6","1","11","105"
"4","5","1","8","79"
"4","3","1","15","27"
"4","6","1","14","10"
"4","8","1","26","7"
"4","8","1","22","39"
"4","7","1","13","173"
"4","3","1","14","76"
"4","8","1","15","89"
"4","6","1","18","84"
"4","1","1","15","191"
"4","3","1","11","194"
"4","4","1","5","149"
"4","2","1","20","89"
"4","5","1","8","165"
"4","5","1","9","99"
"4","4","1","7","98"
"4","6","1","11","94"
"4","5","1","10","185"
"4","8","1","37","65"
"4","4","1","14","12"
"4","8","1","34","161"
"4","7","1","21","97"
"4","5","1","8","77"
"4","1","1","39","80"
"4","4","1","14","12"
"4","1","1","19","25"
"4","4","1","9","192"
"4","3","1","7","31"
"4","5","1","6","78"
"4","6","1","10","1"
"4","7","1","12","113"
"4","1","1","18","179"
"4","3","1","5","86"
"4","2","1","15","44"
"4","4","1","8","54"
"4","6","1","16","107"
"4","5","1","9","56"
"4","5","1","6","131"
"4","2","1","15","67"
"4","4","1","15","41"
"4","1","1","11","29"
"4","1","1","25","168"
"4","1","1","24","72"
"4","3","1","8","69"
"4","4","1","8","43"
"4","6","1","5","194"
"4","2","1","15","64"
"4","8","1","35","167"
"4","6","1","25","13"
"4","4","1","13","162"
"4","6","1","22","200"
"4","6","1","4","198"
"4","2","1","9","84"
"4","8","1","48","39"
"4","3","1","11","11"
"4","8","1","37","185"
"4","5","1","5","51"
"4","5","1","10","30"
"4","1","1","36","200"
"4","7","1","24","55"
"4","4","1","13","50"
"4","6","1","21","147"
"4","3","1","6","21"
"4","6","1","11","75"
"4","7","1","10","196"
"4","1","1","20","132"
"4","3","1","13","131"
"4","5","1","6","127"
"4","4","1","7","101"
"4","2","1","15","14"
"4","5","1","7","126"
"4","7","1","22","27"
"4","5","1","8","50"
"4","4","1","5","120"
"4","5","1","8","54"
"4","3","1","9","66"
"4","4","1","5","111"
"4","2","1","7","153"
"4","1","1","23","33"
"4","6","1","22","75"
"4","6","1","19","25"
"4","3","1","5","99"
"4","4","1","14","142"
"4","3","1","5","165"
"4","7","1","13","16"
"4","6","1","23","186"
"4","8","1","42","137"
"4","2","1","9","13"
"4","6","1","12","104"
"4","1","1","14","86"
"4","5","1","9","154"
"4","6","1","19","182"
"4","2","1","5","76"
"4","3","1","12","64"
"4","6","1","20","146"
"4","4","1","5","28"
"4","6","1","22","17"
"4","3","1","11","138"
"4","1","1","24","187"
"4","3","1","14","181"
"4","2","1","18","16"
"4","4","1","13","141"
"4","1","1","30","87"
"4","4","1","7","144"
"5","8","1","50","94"
"5","2","1","18","26"
"5","1","1","26","118"
"5","5","1","6","132"
"5","1","1","40","150"
"5","8","1","38","146"
"5","2","1","18","191"
"5","4","1","10","138"
"5","8","1","23","42"
"5","7","1","23","193"
"5","3","1","14","193"
"5","5","1","8","172"
"5","2","1","15","48"
"5","8","1","45","72"
"5","8","1","42","190"
"5","3","1","6","50"
"5","1","1","35","166"
"5","8","1","13","183"
"5","5","1","5","159"
"5","8","1","27","187"
"5","7","1","29","189"
"5","2","1","17","187"
"5","4","1","6","157"
"5","2","1","14","84"
"5","8","1","40","7"
"5","2","1","17","139"
"5","5","1","7","70"
"5","5","1","10","184"
"5","5","1","7","113"
"5","2","1","5","62"
"5","4","1","13","142"
"5","1","1","29","101"
"5","2","1","5","5"
"5","6","1","23","116"
"5","4","1","6","41"
"5","4","1","9","99"
"5","4","1","15","82"
"5","2","1","17","9"
"5","6","1","19","35"
"5","6","1","4","153"
"5","2","1","13","39"
"5","2","1","19","82"
"5","5","1","5","177"
"5","3","1","13","138"
"5","8","1","17","116"
"5","1","1","10","108"
"5","7","1","29","165"
"5","3","1","12","56"
"5","5","1","5","63"
"5","4","1","8","86"
"5","7","1","12","9"
"5","7","1","22","64"
"5","7","1","18","22"
"5","3","1","12","164"
"5","5","1","8","108"
"5","6","1","19","182"
"5","6","1","20","172"
"5","3","1","6","148"
"5","2","1","14","32"
"5","4","1","6","26"
"5","7","1","24","93"
"5","6","1","17","192"
"5","8","1","43","175"
"5","8","1","18","159"
"5","2","1","9","62"
"5","5","1","6","3"
"5","2","1","8","121"
"5","2","1","16","63"
"5","6","1","4","92"
"5","4","1","6","27"
"5","8","1","19","98"
"5","7","1","15","48"
"5","1","1","20","47"
"5","5","1","9","168"
"5","8","1","10","60"
"5","6","1","20","104"
"5","7","1","16","93"
"5","3","1","5","123"
"5","6","1","7","148"
"5","8","1","49","15"
"5","4","1","10","78"
"5","6","1","19","112"
"5","8","1","33","56"
"5","4","1","5","133"
"5","8","1","19","199"
"5","5","1","7","21"
"6","4","1","9","36"
"6","6","1","13","177"
"6","6","1","8","60"
"6","3","1","11","137"
"6","4","1","6","100"
"6","1","1","27","123"
"6","1","1","29","121"
"6","4","1","15","197"
"6","2","1","8","68"
"6","7","1","30","171"
"6","6","1","12","172"
"6","5","1","6","12"
"6","3","1","14","169"
"6","2","1","16","17"
"6","2","1","9","77"
"6","3","1","11","33"
"6","6","1","16","102"
"6","1","1","11","31"
"6","8","1","27","7"
"6","6","1","25","111"
"6","8","1","13","196"
"6","7","1","13","195"
"6","5","1","6","100"
"6","6","1","18","55"
"6","5","1","10","177"
"6","6","1","6","106"
"6","1","1","40","38"
"6","3","1","5","159"
"6","8","1","26","160"
"6","2","1","19","200"
"6","4","1","6","155"
"6","8","1","45","115"
"6","2","1","5","55"
"6","7","1","18","200"
"6","1","1","20","33"
"6","8","1","20","197"
"6","4","1","5","149"
"6","7","1","26","168"
"6","7","1","30","187"
"6","2","1","14","150"
"6","1","1","28","1"
"6","1","1","36","85"
"6","6","1","14","40"
"6","8","1","45","55"
"6","4","1","11","133"
"6","6","1","13","17"
"6","7","1","20","41"
"6","1","1","36","147"
"6","6","1","11","151"
"6","3","1","8","109"
"6","4","1","15","116"
"7","2","1","20","175"
"7","1","1","28","146"
"7","4","1","8","162"
"7","7","1","14","185"
"7","1","1","32","72"
"7","5","1","6","68"
"7","5","1","8","107"
"7","6","1","7","51"
"7","6","1","8","5"
"7","2","1","9","43"
"7","6","1","6","106"
"7","4","1","9","46"
"7","2","1","6","65"
"7","5","1","6","164"
"7","2","1","11","83"
"7","8","1","16","112"
"7","8","1","20","7"
"7","6","1","24","174"
"7","1","1","36","131"
"7","3","1","8","103"
"7","3","1","11","21"
"7","1","1","35","197"
"7","3","1","12","183"
"7","3","1","12","172"
"7","3","1","14","187"
"7","7","1","23","28"
"7","1","1","36","189"
"7","3","1","7","11"
"7","6","1","24","116"
"7","5","1","9","187"
"7","8","1","31","6"
"7","8","1","41","94"
"7","8","1","42","12"
"7","3","1","8","143"
"7","2","1","15","87"
"7","5","1","6","90"
"7","7","1","23","175"
"7","2","1","12","65"
"7","2","1","18","191"
"7","4","1","13","52"
"7","7","1","20","175"
"7","8","1","31","18"
"7","2","1","17","29"
"7","2","1","20","173"
"7","6","1","4","19"
"7","3","1","10","109"
"7","5","1","9","183"
"7","1","1","21","194"
"7","7","1","11","59"
"7","2","1","11","47"
"7","3","1","8","65"
"7","2","1","13","160"
"7","7","1","19","153"
"7","4","1","5","160"
"7","5","1","7","134"
"7","8","1","44","133"
"7","7","1","16","72"
"7","2","1","13","27"
"7","7","1","11","113"
"7","8","1","30","85"
"7","7","1","15","132"
"7","3","1","9","70"
"7","7","1","22","29"
"7","8","1","47","9"
"7","3","1","11","35"
"7","2","1","18","8"
"7","6","1","23","128"
"7","8","1","28","113"
"7","4","1","8","138"
"7","3","1","13","157"
"7","7","1","23","195"
"7","2","1","13","72"
"7","6","1","24","189"
"7","3","1","13","65"
"7","8","1","47","65"
"7","6","1","10","172"
"7","7","1","29","14"
"7","1","1","14","49"
"7","2","1","15","142"
"7","8","1","40","128"
"7","3","1","12","7"
"7","4","1","12","73"
"7","2","1","6","27"
"7","4","1","6","187"
"7","4","1","8","5"
"7","1","1","36","82"
"7","2","1","17","74"
"7","2","1","11","113"
"7","3","1","11","82"
"7","5","1","5","64"
"7","5","1","9","116"
"7","7","1","26","134"
"7","1","1","16","2"
"7","6","1","21","161"
"7","5","1","9","145"
"7","3","1","10","132"
"7","8","1","19","190"
"7","4","1","15","5"
"7","4","1","5","90"
"7","6","1","23","93"
"7","1","1","27","37"
"7","3","1","15","123"
"7","5","1","7","100"
"7","1","1","15","188"
"7","6","1","16","194"
"7","7","1","22","48"
"7","3","1","11","32"
"7","1","1","34","192"
"7","3","1","8","75"
"7","1","1","17","110"
"7","8","1","30","125"
"7","4","1","7","184"
"7","4","1","10","186"
"7","1","1","36","25"
"7","7","1","19","42"
"7","6","1","16","138"
"7","6","1","6","140"
"7","2","1","15","82"
"7","7","1","27","107"
"7","7","1","30","136"
"7","6","1","8","79"
"7","5","1","9","21"
"7","6","1","7","19"
"7","2","1","17","92"
"7","2","1","12","59"
"7","7","1","26","47"
"7","5","1","7","45"
"7","5","1","5","53"
"7","4","1","11","90"
"7","6","1","16","38"
"7","2","1","11","72"
"7","4","1","15","192"
"7","2","1","7","109"
"7","8","1","19","157"
"7","3","1","14","78"
"7","1","1","34","168"
"7","8","1","45","98"
"7","1","1","30","3"
"7","5","1","10","64"
"7","2","1","6","112"
"7","7","1","16","8"
"7","4","1","8","30"
"7","8","1","48","106"
"7","6","1","17","29"
"7","1","1","32","1"
"7","8","1","11","199"
"7","2","1","13","145"
"7","5","1","9","156"
"7","8","1","18","159"
"7","1","1","23","108"
"7","3","1","11","113"
"7","8","1","45","62"
"8","3","1","14","6"
"8","4","1","13","91"
"8","6","1","9","199"
"8","2","1","10","161"
"8","3","1","14","172"
"8","7","1","16","190"
"8","5","1","9","162"
"8","4","1","5","37"
"8","7","1","11","23"
"8","1","1","22","189"
"8","6","1","21","10"
"8","7","1","28","16"
"8","7","1","25","11"
"8","8","1","26","172"
"8","1","1","10","145"
"8","7","1","27","40"
"8","1","1","10","122"
"8","4","1","15","25"
"8","2","1","19","112"
"8","8","1","25","72"
"8","4","1","15","30"
"8","8","1","15","153"
"8","8","1","45","66"
"8","1","1","33","60"
"8","8","1","13","12"
"8","6","1","7","19"
"8","7","1","18","105"
"8","4","1","11","20"
"8","4","1","5","133"
"8","2","1","7","178"
"8","4","1","9","164"
"8","5","1","8","30"
"8","2","1","10","119"
"8","4","1","6","60"
"8","8","1","30","19"
"8","1","1","38","24"
"8","2","1","19","174"
"8","4","1","14","183"
"8","3","1","15","197"
"8","7","1","25","10"
"8","1","1","30","170"
"8","7","1","15","52"
"8","3","1","13","132"
"8","8","1","10","13"
"8","2","1","10","147"
"8","2","1","19","115"
"8","7","1","21","195"
"8","6","1","6","157"
"8","8","1","44","4"
"8","6","1","20","180"
"8","7","1","13","65"
"8","8","1","14","135"
"8","3","1","7","137"
"8","8","1","10","62"
"8","8","1","13","85"
"8","5","1","6","182"
"8","5","1","9","158"
"8","7","1","30","61"
"8","6","1","25","65"
"8","7","1","19","163"
"8","8","1","46","124"
"8","5","1","8","71"
"8","1","1","21","46"
"8","2","1","16","60"
"8","8","1","13","50"
"8","7","1","17","47"
"8","4","1","12","180"
"8","3","1","6","112"
"8","1","1","15","15"
"8","5","1","7","159"
"8","7","1","22","199"
"8","4","1","12","101"
"8","3","1","11","153"
"8","4","1","6","90"
"8","7","1","24","117"
"8","6","1","10","28"
"8","7","1","25","120"
"8","5","1","6","73"
"8","4","1","15","66"
"8","3","1","11","118"
"8","8","1","12","178"
"8","3","1","10","38"
"8","1","1","24","35"
"8","6","1","16","5"
"8","5","1","9","174"
"8","6","1","17","119"
"8","1","1","17","15"
"8","5","1","8","59"
"8","1","1","30","31"
"8","2","1","6","6"
"8","2","1","20","168"
"8","6","1","18","21"
"8","3","1","7","9"
"8","8","1","24","119"
"8","5","1","7","46"
"8","1","1","25","196"
"8","1","1","29","27"
"8","8","1","37","1"
"8","2","1","14","114"
"8","1","1","29","97"
"8","4","1","12","127"
"8","8","1","11","5"
"8","6","1","8","171"
"8","4","1","6","90"
"8","5","1","7","185"
"8","4","1","15","16"
"8","5","1","9","48"
"8","2","1","17","4"
"8","4","1","5","159"
"8","6","1","20","4"
"8","7","1","29","172"
"8","3","1","6","151"
"8","6","1","13","113"
"9","8","1","26","199"
"9","3","1","8","129"
"9","1","1","34","147"
"9","3","1","11","134"
"9","4","1","7","164"
"9","7","1","22","93"
"9","2","1","6","71"
"9","1","1","36","188"
"9","3","1","11","133"
"9","7","1","29","93"
"9","7","1","20","165"
"9","4","1","9","100"
"9","7","1","21","112"
"9","5","1","7","17"
"9","2","1","9","169"
"9","3","1","10","184"
"9","2","1","15","10"
"9","4","1","15","48"
"9","7","1","15","66"
"9","1","1","21","168"
"9","7","1","29","43"
"9","1","1","33","133"
"9","4","1","7","167"
"9","2","1","19","173"
"9","8","1","21","143"
"9","7","1","28","16"
"9","8","1","14","52"
"9","8","1","45","197"
"9","2","1","16","93"
"9","5","1","5","58"
"9","7","1","15","6"
"9","3","1","9","200"
"9","5","1","7","22"
"9","4","1","6","195"
"9","5","1","7","101"
"9","2","1","17","146"
"9","2","1","8","173"
"9","4","1","13","147"
"9","5","1","6","42"
"9","2","1","9","102"
"9","6","1","6","191"
"9","5","1","6","124"
"9","2","1","19","100"
"9","4","1","8","5"
"9","2","1","11","45"
"9","3","1","8","71"
"10","8","1","42","178"
"10","6","1","7","173"
"10","7","1","24","131"
"10","1","1","31","86"
"10","8","1","13","54"
"10","4","1","15","101"
"10","1","1","26","15"
"10","3","1","9","36"
"10","8","1","34","122"
"10","8","1","20","170"
"10","5","1","9","19"
"10","7","1","24","191"
"10","4","1","14","192"
"10","1","1","24","29"
"10","7","1","22","150"
"10","5","1","5","171"
"10","2","1","19","164"
"10","7","1","27","23"
"10","4","1","13","170"
"10","3","1","15","92"
"10","6","1","20","31"
"10","6","1","17","111"
"10","1","1","15","161"
"10","8","1","39","89"
"10","1","1","14","143"
"10","2","1","12","101"
"10","4","1","11","37"
"10","1","1","16","45"
"10","6","1","6","132"
"10","4","1","14","65"
"10","1","1","17","139"
"10","4","1","15","70"
"10","2","1","12","38"
"10","5","1","9","93"
"10","5","1","5","154"
"10","6","1","12","148"
"10","1","1","29","162"
"10","8","1","49","14"
"10","4","1","7","163"
"10","4","1","10","185"
"10","8","1","34","63"
"10","2","1","11","112"
"10","8","1","21","113"
"10","5","1","6","95"
"10","6","1","14","46"
"10","2","1","14","50"
"10","3","1","11","124"
"10","5","1","7","115"
"10","3","1","5","150"
"10","4","1","6","95"
"10","3","1","14","152"
"10","2","1","19","199"
"10","3","1","5","16"
"10","1","1","18","54"
"10","2","1","7","146"
"10","2","1","20","45"
"10","2","1","6","167"
"10","2","1","10","108"
"10","4","1","15","173"
"10","3","1","12","73"
"10","6","1","4","33"
"10","6","1","4","200"
"10","6","1","20","40"
"10","5","1","10","149"
"10","2","1","11","168"
"10","4","1","11","183"
"10","2","1","8","185"
"10","3","1","10","194"
"10","8","1","12","67"
"10","1","1","17","198"
"10","1","1","39","25"
"10","2","1","19","176"
"10","3","1","12","18"
