"Mes","Categoria","Sede","Precio","Numero de Ventas"
"1","1","1","19","48"
"1","1","1","38","9"
"1","0","1","0","163"
"1","0","1","0","171"
"0","0","1","0","24"
"0","0","1","0","193"
"0","0","1","0","31"
"0","1","1","29","48"
"1","0","1","0","173"
"0","0","1","0","38"
"0","0","1","0","92"
"0","0","1","0","88"
"0","1","1","28","107"
"1","0","1","0","50"
"1","0","1","0","184"
"1","0","1","0","43"
"0","1","1","15","168"
"0","1","1","19","133"
"1","1","1","13","139"
"0","1","1","15","105"
"0","1","1","25","98"
"1","0","1","0","63"
"1","1","1","25","191"
"1","1","1","40","163"
"1","1","1","13","108"
"0","0","1","0","44"
"0","0","1","0","49"
"1","1","1","23","161"
"0","0","1","0","185"
"1","0","1","0","166"
"0","0","1","0","65"
"0","1","1","18","13"
"1","0","1","0","175"
"1","1","1","36","53"
"1","0","1","0","165"
"0","0","1","0","200"
"0","1","1","38","9"
"0","1","1","25","13"
"1","1","1","14","137"
"0","1","1","13","76"
"0","0","1","0","64"
"0","0","1","0","103"
"1","1","1","15","8"
"1","1","1","21","149"
"0","0","1","0","104"
"1","0","1","0","48"
"0","1","1","13","6"
"1","1","1","40","32"
"0","1","1","12","85"
"0","0","1","0","101"
"1","0","1","0","182"
"0","1","1","30","2"
"0","1","1","33","185"
"0","0","1","0","87"
"0","1","1","20","132"
"0","0","1","0","111"
"1","1","1","24","26"
"1","1","1","40","174"
"1","0","1","0","164"
"1","1","1","35","81"
"0","0","1","0","95"
"1","0","1","0","18"
"0","1","1","27","145"
"0","1","1","29","120"
"0","1","1","15","56"
"0","1","1","13","29"
"0","0","1","0","156"
"1","1","1","39","24"
"1","1","1","23","194"
"0","0","1","0","146"
"0","0","1","0","3"
"1","1","1","36","16"
"1","1","1","37","196"
"0","0","1","0","110"
"0","0","1","0","27"
"1","1","1","17","13"
"0","1","1","38","43"
"0","1","1","27","182"
"1","1","1","20","102"
"0","1","1","26","72"
"1","0","1","0","67"
"0","0","1","0","178"
"0","1","1","17","128"
"1","1","1","25","184"
"1","0","1","0","34"
"1","0","1","0","137"
"1","1","1","31","128"
"1","0","1","0","157"
"0","1","1","20","135"
"1","1","1","16","117"
"1","1","1","29","144"
"1","1","1","20","156"
"1","1","1","31","13"
"1","1","1","22","74"
"0","0","1","0","84"
"0","1","1","16","198"
"1","0","1","0","151"
"1","0","1","0","148"
"1","0","1","0","101"
"1","1","1","23","190"
"0","1","1","30","171"
"0","0","1","0","183"
"0","1","1","11","183"
"1","0","1","0","121"
"1","0","1","0","196"
"0","1","1","12","79"
"1","0","1","0","72"
"1","0","1","0","149"
"0","1","1","17","4"
"0","0","1","0","161"
"0","0","1","0","98"
"1","1","1","12","143"
"0","0","1","0","127"
"0","1","1","36","165"
"0","1","1","26","120"
"0","1","1","11","151"
"0","0","1","0","196"
"1","1","1","34","83"
"0","0","1","0","193"
"0","0","1","0","46"
"0","1","1","29","13"
"1","0","1","0","83"
"1","1","1","36","18"
"0","0","1","0","104"
"0","1","1","12","136"
"0","0","1","0","112"
"1","1","1","31","106"
"0","0","1","0","41"
"1","0","1","0","107"
"0","0","1","0","58"
"1","0","1","0","188"
"0","1","1","29","119"
"1","1","1","18","13"
"1","0","1","0","112"
"1","0","1","0","160"
"0","1","1","10","26"
"1","0","1","0","131"
"1","0","1","0","32"
"0","1","1","19","80"
"1","1","1","26","2"
"1","1","1","32","113"
"1","0","1","0","103"
"0","1","1","12","149"
"1","0","1","0","126"
"0","1","1","11","185"
"0","0","1","0","18"
"0","0","1","0","142"
"1","0","1","0","123"
"1","0","1","0","157"
"1","0","1","0","158"
"0","0","1","0","16"
"1","0","1","0","133"
"0","0","1","0","51"
"1","1","1","22","128"
"1","0","1","0","83"
"0","0","1","0","106"
"0","1","1","29","183"
"0","1","1","29","109"
"0","1","1","22","63"
"1","1","1","27","106"
"1","1","1","29","98"
"0","0","1","0","50"
"1","0","1","0","187"
"0","1","1","28","52"
"0","0","1","0","151"
"1","1","1","39","39"
"0","1","1","24","155"
"0","0","1","0","125"
"0","1","1","25","6"
"0","1","1","21","76"
"0","0","1","0","158"
"0","1","1","35","33"
"1","0","1","0","60"
"0","0","1","0","53"
"0","0","1","0","174"
"0","1","1","30","77"
"0","0","1","0","159"
"0","0","1","0","157"
"1","1","1","40","198"
"0","0","1","0","9"
"1","1","1","21","138"
"1","0","1","0","98"
"1","1","1","21","13"
"1","0","1","0","34"
"0","0","1","0","135"
"1","1","1","34","79"
"1","0","1","0","117"
"1","1","1","21","11"
"0","0","1","0","71"
"1","0","1","0","71"
"0","0","1","0","121"
"0","0","1","0","22"
"1","0","1","0","66"
"1","1","1","35","177"
"1","1","1","14","26"
"0","0","1","0","197"
"0","0","1","0","162"
"0","0","1","0","186"
"0","1","1","36","122"
"0","0","1","0","4"
"0","1","1","18","105"
"0","1","1","35","15"
"0","1","1","37","35"
"1","1","1","25","17"
"0","0","1","0","134"
"1","1","1","35","30"
"0","0","1","0","19"
"0","1","1","28","178"
"0","1","1","15","179"
"0","1","1","14","111"
"1","1","1","29","101"
"1","1","1","22","164"
"1","0","1","0","80"
"0","0","1","0","181"
"1","1","1","36","79"
"1","1","1","20","179"
"0","1","1","24","47"
"0","1","1","40","9"
"0","1","1","32","5"
"0","1","1","24","13"
"1","0","1","0","97"
"0","0","1","0","127"
"0","1","1","32","46"
"1","1","1","13","43"
"1","0","1","0","2"
"1","1","1","33","41"
"1","0","1","0","88"
"1","1","1","12","91"
"0","1","1","10","27"
"0","1","1","13","89"
"0","1","1","17","14"
"0","1","1","31","194"
"0","1","1","22","52"
"1","1","1","40","124"
"0","0","1","0","116"
"0","1","1","33","111"
"0","1","1","33","121"
"1","1","1","37","10"
"1","0","1","0","190"
"1","1","1","15","187"
"0","1","1","26","186"
"1","0","1","0","190"
"1","0","1","0","176"
"1","1","1","33","45"
"1","0","1","0","132"
"1","1","1","12","44"
"1","0","1","0","24"
"1","0","1","0","145"
"0","1","1","31","43"
"1","1","1","28","147"
"1","1","1","35","24"
"1","0","1","0","10"
"0","1","1","33","89"
"1","0","1","0","72"
"1","0","1","0","97"
"0","1","1","10","98"
"1","0","1","0","152"
"0","0","1","0","139"
"0","0","1","0","102"
"0","1","1","14","131"
"0","0","1","0","20"
"0","0","1","0","59"
"1","0","1","0","12"
"0","0","1","0","95"
"0","0","1","0","9"
"0","1","1","23","148"
"1","1","1","18","150"
"1","0","1","0","134"
"0","0","1","0","65"
"0","0","1","0","19"
"1","1","1","25","104"
"1","0","1","0","134"
"0","1","1","26","62"
"0","1","1","13","117"
"1","1","1","29","58"
"0","0","1","0","77"
"1","1","1","32","82"
"1","1","1","21","141"
"1","1","1","39","6"
"1","0","1","0","53"
"1","0","1","0","95"
"0","1","1","22","157"
"0","0","1","0","111"
"0","1","1","13","182"
"1","1","1","25","142"
"1","1","1","11","147"
"1","1","1","24","62"
"0","0","1","0","111"
"1","1","1","33","70"
"0","0","1","0","63"
"1","1","1","13","8"
"1","1","1","27","150"
"0","1","1","23","198"
"1","0","1","0","53"
"1","0","1","0","160"
"0","0","1","0","32"
"0","1","1","19","125"
"0","0","1","0","128"
"0","1","1","10","166"
"0","1","1","20","53"
"1","0","1","0","8"
"0","1","1","21","77"
"1","0","1","0","195"
"1","0","1","0","81"
"0","1","1","13","178"
"1","0","1","0","46"
"0","1","1","16","151"
"1","1","1","33","5"
"0","0","1","0","114"
"0","1","1","24","46"
"1","0","1","0","69"
"1","1","1","20","177"
"0","1","1","40","138"
"0","1","1","27","177"
"0","0","1","0","152"
"0","1","1","29","111"
"0","0","1","0","130"
"1","1","1","22","104"
"1","0","1","0","115"
"0","1","1","11","65"
"0","1","1","15","8"
"1","1","1","31","157"
"1","0","1","0","139"
"0","1","1","18","30"
"0","0","1","0","56"
"0","0","1","0","137"
"1","0","1","0","99"
"0","1","1","11","164"
"0","0","1","0","60"
"1","0","1","0","44"
"0","1","1","12","135"
"0","1","1","15","43"
"1","1","1","24","76"
"0","1","1","15","66"
"0","0","1","0","79"
"1","1","1","27","94"
"1","1","1","40","168"
"1","0","1","0","156"
"1","1","1","36","146"
"1","0","1","0","16"
"1","0","1","0","150"
"0","0","1","0","168"
"1","1","1","18","66"
"0","1","1","18","174"
"0","1","1","12","123"
"1","1","1","24","19"
"1","1","1","24","167"
"1","1","1","21","76"
"1","0","1","0","194"
"0","0","1","0","194"
"0","0","1","0","131"
"1","0","1","0","107"
"0","1","1","25","61"
"1","0","1","0","80"
"1","1","1","11","74"
"0","1","1","12","142"
"0","1","1","37","144"
"0","0","1","0","43"
"0","0","1","0","74"
"0","0","1","0","141"
"1","0","1","0","46"
"1","1","1","21","190"
"1","0","1","0","172"
"1","1","1","16","154"
"0","1","1","17","119"
"1","0","1","0","70"
"0","1","1","36","122"
"1","0","1","0","164"
"1","0","1","0","25"
"1","1","1","25","2"
"0","1","1","34","72"
"1","0","1","0","51"
"1","0","1","0","21"
"0","0","1","0","29"
"1","1","1","13","19"
"0","1","1","25","161"
"1","0","1","0","190"
"0","0","1","0","162"
"1","0","1","0","136"
"0","0","1","0","179"
"1","0","1","0","62"
"0","0","1","0","175"
"0","1","1","10","121"
"1","1","1","11","133"
"1","1","1","13","64"
"0","1","1","38","53"
"1","0","1","0","10"
"0","0","1","0","182"
"0","1","1","10","131"
"1","0","1","0","70"
"1","1","1","16","161"
"1","0","1","0","200"
"1","0","1","0","19"
"1","1","1","11","130"
"0","0","1","0","13"
"0","1","1","30","72"
"1","0","1","0","24"
"0","0","1","0","160"
"1","1","1","37","199"
"1","1","1","32","64"
"0","1","1","19","25"
"1","1","1","21","41"
"1","0","1","0","25"
"1","0","1","0","35"
"0","1","1","17","175"
"1","0","1","0","25"
"0","1","1","25","1"
"1","0","1","0","26"
"1","0","1","0","83"
"1","1","1","38","195"
"0","1","1","34","132"
"1","0","1","0","36"
"1","0","1","0","83"
"0","1","1","18","79"
"1","1","1","19","144"
"0","1","1","30","161"
"1","0","1","0","46"
"0","1","1","36","87"
"1","1","1","26","85"
"0","1","1","26","181"
"1","0","1","0","1"
"0","1","1","26","143"
"0","0","1","0","71"
"0","1","1","31","72"
"0","0","1","0","103"
"1","1","1","15","84"
"0","0","1","0","148"
"0","0","1","0","187"
"0","1","1","37","118"
"1","1","1","27","13"
"1","1","1","37","132"
"1","1","1","16","60"
"0","0","1","0","33"
"0","1","1","29","150"
"1","1","1","34","30"
"1","1","1","33","175"
"0","1","1","35","33"
"0","0","1","0","197"
"1","1","1","14","24"
"0","0","1","0","186"
"0","0","1","0","153"
"1","1","1","25","95"
"0","1","1","15","24"
"0","0","1","0","29"
"1","0","1","0","132"
"0","1","1","21","91"
"0","1","1","27","105"
"0","1","1","24","32"
"0","0","1","0","171"
"1","1","1","12","142"
"1","0","1","0","107"
"1","0","1","0","170"
"0","1","1","19","94"
"0","0","1","0","176"
"1","1","1","16","183"
"1","0","1","0","41"
"1","1","1","27","127"
"1","0","1","0","21"
"1","1","1","35","45"
"1","0","1","0","16"
"0","1","1","18","195"
"1","0","1","0","195"
"1","1","1","32","12"
"0","0","1","0","88"
"1","1","1","22","19"
"1","1","1","24","30"
"1","1","1","32","67"
"0","1","1","29","51"
"1","0","1","0","53"
"0","0","1","0","12"
"1","1","1","12","181"
"0","1","1","17","127"
"1","0","1","0","170"
"1","1","1","15","191"
"1","0","1","0","5"
"0","1","1","37","194"
"1","0","1","0","82"
"0","0","1","0","187"
"1","1","1","23","166"
"0","0","1","0","116"
"0","1","1","31","11"
"0","1","1","24","85"
"1","0","1","0","126"
"1","0","1","0","121"
"0","0","1","0","92"
"0","1","1","13","44"
"1","1","1","11","34"
"1","0","1","0","42"
"1","1","1","15","200"
"0","1","1","18","176"
"1","1","1","24","171"
"1","0","1","0","55"
"0","0","1","0","106"
"1","0","1","0","81"
"0","1","1","22","123"
"0","1","1","20","50"
"0","1","1","10","184"
"0","0","1","0","42"
"0","0","1","0","199"
"0","1","1","33","52"
"0","0","1","0","164"
"1","0","1","0","109"
"0","0","1","0","139"
"1","0","1","0","34"
"1","0","1","0","148"
"1","1","1","36","143"
"1","0","1","0","194"
"1","0","1","0","101"
"0","1","1","35","124"
"1","0","1","0","81"
"0","1","1","37","35"
"1","1","1","40","129"
"1","1","1","14","200"
"0","1","1","30","37"
"0","0","1","0","106"
"1","1","1","27","145"
"0","1","1","13","68"
"0","1","1","27","170"
"1","1","1","39","26"
"0","0","1","0","115"
"1","0","1","0","190"
"0","1","1","32","163"
"0","0","1","0","88"
"0","0","1","0","75"
"0","0","1","0","44"
"0","1","1","34","104"
"1","1","1","22","23"
"0","1","1","40","137"
"1","0","1","0","36"
"1","1","1","26","131"
"1","0","1","0","118"
"1","1","1","13","163"
"1","1","1","20","172"
"1","0","1","0","60"
"0","0","1","0","79"
"1","1","1","30","171"
"0","0","1","0","29"
"0","0","1","0","23"
"0","1","1","39","63"
"0","1","1","24","136"
"1","0","1","0","36"
"1","1","1","28","79"
"1","1","1","38","158"
"0","1","1","13","182"
"1","0","1","0","42"
"0","1","1","28","2"
"1","1","1","20","123"
"0","1","1","14","125"
"1","1","1","23","81"
"0","1","1","12","26"
"0","0","1","0","45"
"1","1","1","35","200"
"1","0","1","0","103"
"0","0","1","0","160"
"0","1","1","19","50"
"1","1","1","23","27"
"0","1","1","38","164"
"0","0","1","0","150"
"0","1","1","34","51"
"0","1","1","22","40"
"0","0","1","0","18"
"1","1","1","17","149"
"1","1","1","15","46"
"1","0","1","0","60"
"1","0","1","0","41"
"0","1","1","26","176"
"0","0","1","0","44"
"1","0","1","0","22"
"1","1","1","29","185"
"1","1","1","30","129"
"0","0","1","0","97"
"0","1","1","18","65"
"1","0","1","0","24"
"0","1","1","31","159"
"0","1","1","14","184"
"1","0","1","0","63"
"1","1","1","18","115"
"1","1","1","40","110"
"0","1","1","14","190"
"0","0","1","0","48"
"0","1","1","37","31"
"0","0","1","0","24"
"0","1","1","25","105"
"0","1","1","26","52"
"0","0","1","0","99"
"0","1","1","22","180"
"1","0","1","0","109"
"1","0","1","0","49"
"0","1","1","15","194"
"1","0","1","0","128"
"0","1","1","31","76"
"0","1","1","21","40"
"1","0","1","0","176"
"0","0","1","0","48"
"0","0","1","0","94"
"1","1","1","34","184"
"1","1","1","13","97"
"1","1","1","38","99"
"1","1","1","36","106"
"0","0","1","0","23"
"1","1","1","11","159"
"1","0","1","0","34"
"1","1","1","37","39"
"0","0","1","0","14"
"1","0","1","0","113"
"0","1","1","10","91"
"1","1","1","19","180"
"1","0","1","0","193"
"0","1","1","15","12"
"0","0","1","0","149"
"0","1","1","10","91"
"1","1","1","38","194"
"0","0","1","0","118"
"0","0","1","0","1"
"0","0","1","0","137"
"0","0","1","0","187"
"1","0","1","0","150"
"0","0","1","0","168"
"1","1","1","37","157"
"0","1","1","35","84"
"1","1","1","11","122"
"0","0","1","0","53"
"0","1","1","22","33"
"0","0","1","0","27"
"1","0","1","0","197"
"1","0","1","0","33"
"1","1","1","39","145"
"1","0","1","0","56"
"0","1","1","12","145"
"0","0","1","0","85"
"0","1","1","34","107"
"1","1","1","40","58"
"1","1","1","26","173"
"0","0","1","0","60"
"1","0","1","0","155"
"0","0","1","0","83"
"0","1","1","21","105"
"0","0","1","0","21"
"1","0","1","0","72"
"1","0","1","0","108"
"0","1","1","21","147"
"1","1","1","32","66"
"1","0","1","0","165"
"0","0","1","0","93"
"0","1","1","10","33"
"1","1","1","27","36"
"1","0","1","0","175"
"0","0","1","0","65"
"0","1","1","35","66"
"0","0","1","0","91"
"0","1","1","31","143"
"1","1","1","30","157"
"1","0","1","0","35"
"0","0","1","0","92"
"1","0","1","0","89"
"0","0","1","0","135"
"1","0","1","0","183"
"1","1","1","17","109"
"0","0","1","0","68"
"1","1","1","32","172"
"1","1","1","10","182"
"0","0","1","0","154"
"0","0","1","0","97"
"1","0","1","0","67"
"0","1","1","21","33"
"0","1","1","20","7"
"1","1","1","20","35"
"0","0","1","0","34"
"1","1","1","37","3"
"1","0","1","0","145"
"0","1","1","18","150"
"0","1","1","30","58"
"0","0","1","0","175"
"1","1","1","31","159"
"0","1","1","20","161"
"0","1","1","22","38"
"1","0","1","0","161"
"1","1","1","15","145"
"1","1","1","20","132"
"1","0","1","0","150"
"1","1","1","28","102"
"0","0","1","0","144"
"1","0","1","0","21"
"0","1","1","32","187"
"1","1","1","23","119"
"1","1","1","31","59"
"0","0","1","0","64"
"0","0","1","0","110"
"1","1","1","28","188"
"1","1","1","30","115"
"1","0","1","0","107"
"1","1","1","16","131"
"1","0","1","0","104"
"0","0","1","0","185"
"1","1","1","19","156"
"1","0","1","0","56"
"0","0","1","0","17"
"0","0","1","0","70"
"0","0","1","0","73"
"0","1","1","23","75"
"0","1","1","35","22"
"1","1","1","36","157"
"1","1","1","39","132"
"0","0","1","0","156"
"1","1","1","21","98"
"0","0","1","0","71"
"1","0","1","0","94"
"1","0","1","0","99"
"1","1","1","13","112"
"0","0","1","0","124"
"1","1","1","17","183"
"0","1","1","30","81"
"0","0","1","0","10"
"1","1","1","13","91"
"0","1","1","10","125"
"1","0","1","0","146"
"0","0","1","0","105"
"0","1","1","25","91"
"1","0","1","0","68"
"1","0","1","0","134"
"0","0","1","0","171"
"1","1","1","29","195"
"0","0","1","0","108"
"1","1","1","36","197"
"0","0","1","0","29"
"1","1","1","38","149"
"1","1","1","21","23"
"0","1","1","34","90"
"1","0","1","0","43"
"0","1","1","16","88"
"1","1","1","19","166"
"1","0","1","0","127"
"0","1","1","28","186"
"0","0","1","0","46"
"0","0","1","0","142"
"0","0","1","0","29"
"1","0","1","0","47"
"0","0","1","0","69"
"1","1","1","19","129"
"0","0","1","0","166"
"1","0","1","0","167"
"1","1","1","28","183"
"0","0","1","0","37"
"0","1","1","34","31"
"1","1","1","29","98"
"0","1","1","23","41"
"1","1","1","30","69"
"1","1","1","21","56"
"1","1","1","33","44"
"1","0","1","0","43"
"0","1","1","10","91"
"1","0","1","0","50"
"0","1","1","36","150"
"1","0","1","0","86"
"1","0","1","0","189"
"1","1","1","12","125"
"1","1","1","26","34"
"1","0","1","0","81"
"0","1","1","32","113"
"1","1","1","28","117"
"1","1","1","37","193"
"0","1","1","24","171"
"0","1","1","13","141"
"0","1","1","25","165"
"1","1","1","13","29"
"0","0","1","0","49"
"0","1","1","18","109"
"1","0","1","0","162"
"1","1","1","25","98"
"0","1","1","19","86"
"0","1","1","32","181"
"1","0","1","0","33"
"0","1","1","38","161"
"0","1","1","32","88"
"0","1","1","28","66"
"1","0","1","0","197"
"1","1","1","14","61"
"0","0","1","0","131"
"0","0","1","0","37"
"0","0","1","0","114"
"1","1","1","33","23"
"1","1","1","18","178"
"1","0","1","0","133"
"0","1","1","27","94"
"0","1","1","36","22"
"0","1","1","36","16"
"0","0","1","0","187"
"1","0","1","0","42"
"1","1","1","10","68"
"1","1","1","32","46"
"1","0","1","0","39"
"0","0","1","0","89"
"0","0","1","0","51"
"1","0","1","0","18"
"0","0","1","0","193"
"1","1","1","17","196"
"1","0","1","0","126"
"0","1","1","39","199"
"1","0","1","0","105"
"0","1","1","37","43"
"1","1","1","24","32"
"1","0","1","0","132"
"1","0","1","0","112"
"0","1","1","17","160"
"0","0","1","0","114"
"0","0","1","0","183"
"0","1","1","19","125"
"1","1","1","26","199"
"1","0","1","0","51"
"1","0","1","0","13"
"0","0","1","0","195"
"1","1","1","18","25"
"1","1","1","38","198"
"1","1","1","12","164"
"1","0","1","0","130"
"0","1","1","24","144"
"0","0","1","0","161"
"1","0","1","0","44"
"1","0","1","0","114"
"1","1","1","14","136"
"1","1","1","13","114"
"0","0","1","0","15"
"0","0","1","0","185"
"1","0","1","0","55"
"0","0","1","0","8"
"0","1","1","29","7"
"1","0","1","0","141"
"1","0","1","0","75"
